x;y;a;z;index
-0.578;-5.001;8.849;10.181;
2.371;-2.224;7.508;8.182;
-1.689;-7.070;13.235;15.100;
-8.029;-1.764;8.044;11.502;
-1.995;0.553;7.776;8.047;
2.965;-5.116;3.467;6.855;
3.022;-9.560;5.765;11.566;
1.796;-7.912;4.865;9.461;
5.397;-9.847;4.060;11.941;
3.942;-8.985;5.937;11.468;
3.310;-7.951;6.742;10.938;
3.635;-7.759;5.918;10.414;
3.425;-8.219;7.508;11.647;
7.275;-2.607;7.968;11.100;
2.409;-10.173;4.807;11.507;
-3.700;0.706;2.432;4.484;
0.820;-4.752;6.474;8.073;
-0.980;-0.940;8.044;8.158;
-0.271;-1.572;7.374;7.545;
-1.363;0.495;9.309;9.422;
-1.823;0.323;9.385;9.566;
-2.187;-1.381;10.113;10.439;
0.168;-2.453;9.117;9.443;
1.892;-2.568;9.270;9.804;
2.505;-2.607;9.788;10.435;
3.041;-2.549;9.539;10.332;
3.195;-1.879;8.945;9.683;
4.267;-2.319;8.887;10.128;
4.823;-5.135;8.715;11.206;
4.804;-2.817;8.274;9.974;
3.750;-5.595;9.194;11.397;
5.072;-3.756;7.336;9.677;
5.282;-4.484;6.455;9.470;
6.719;-6.399;6.838;11.526;
6.106;-4.311;5.363;9.200;
7.868;-0.959;9.309;12.226;
1.413;-3.162;6.091;7.007;
11.239;-0.595;4.827;12.246;
7.045;-0.557;6.014;9.279;
6.355;-2.185;10.151;12.174;
4.919;1.166;3.582;6.195;
3.827;-3.852;11.607;12.815;
10.224;0.189;5.631;11.673;
9.899;0.055;8.657;13.150;
6.949;-4.254;9.730;12.691;
7.102;-0.653;6.627;9.735;
7.102;-1.457;6.799;9.939;
7.543;1.185;4.424;8.824;
9.171;-2.224;6.378;11.390;
8.558;0.438;5.133;9.989;
11.029;-3.124;8.619;14.342;
5.915;-7.261;4.846;10.545;
4.995;-5.863;3.888;8.628;
6.853;-5.671;4.616;10.022;
6.642;-4.963;5.248;9.813;
6.719;-4.943;4.750;9.599;
7.198;-5.978;6.091;11.165;
8.941;-2.683;3.869;10.105;
8.654;-3.967;3.601;10.178;
8.290;-2.836;3.064;9.282;
9.918;-2.204;3.792;10.844;
10.167;-2.741;3.754;11.179;
7.524;-2.894;4.463;9.214;
11.699;-1.668;4.175;12.533;
7.830;-1.438;2.260;8.275;
6.796;-5.269;2.911;9.079;
9.918;1.894;14.863;17.968;
10.148;-4.522;1.570;11.220;
4.401;-2.492;7.202;8.801;
5.129;-2.319;7.240;9.171;
6.413;-0.442;8.485;10.645;
5.972;-1.687;5.325;8.177;
9.018;1.262;5.248;10.510;
10.722;2.334;1.973;11.149;
12.121;-4.196;2.854;13.140;
6.087;-6.629;7.068;11.444;
20.108;-0.787;5.037;20.744;
8.290;0.208;0.574;8.312;
4.210;-10.288;6.378;12.816;
6.489;-4.101;4.980;9.150;
11.048;-4.675;5.229;13.086;
5.531;-5.288;5.363;9.344;
9.018;-2.990;4.194;10.385;
7.983;-3.584;3.103;9.284;
9.688;-3.392;3.562;10.865;
8.769;-2.013;1.475;9.117;
11.220;-3.009;2.681;11.922;
9.401;-2.070;7.412;12.149;
7.447;-1.170;4.999;9.045;
8.405;-0.270;3.505;9.110;
8.520;-0.940;3.869;9.404;
10.741;-2.185;3.179;11.412;
9.707;-3.794;4.003;11.164;
10.722;-3.775;3.677;11.947;
10.243;-2.224;1.819;10.638;
9.726;-1.726;0.919;9.920;
9.573;-0.194;2.643;9.933;
8.749;-2.338;5.114;10.400;
8.922;-2.109;3.926;9.973;
11.431;-1.611;-0.058;11.544;
9.056;-2.549;0.842;9.445;
7.466;-0.576;-4.673;8.826;
9.439;-2.607;-1.551;9.914;
9.401;-2.779;5.669;11.324;
11.833;-7.893;-2.279;14.405;
7.524;-5.556;-3.983;10.166;
12.140;-4.005;1.838;12.915;
8.290;-2.396;-0.382;8.637;
8.692;-2.702;-5.018;10.394;
5.704;-7.702;0.364;9.591;
9.056;-3.066;-1.149;9.629;
9.937;-2.338;-1.034;10.260;
10.952;-4.656;2.854;12.238;
6.374;-5.097;0.766;8.197;
10.224;-6.763;-3.677;12.798;
7.964;-7.050;-1.015;10.684;
8.558;-7.932;1.896;11.822;
5.953;-6.054;1.915;8.704;
7.753;-6.169;1.226;9.983;
8.692;-5.154;0.383;10.112;
8.903;-5.116;0.421;10.277;
8.922;-5.020;0.651;10.258;
8.022;-5.595;1.455;9.888;
8.673;-5.020;1.838;10.188;
9.247;-4.771;2.030;10.601;
9.401;-4.158;1.934;10.460;
9.075;-2.836;1.283;9.594;
9.765;-2.836;2.585;10.492;
9.669;-2.147;2.049;10.114;
9.554;-2.932;2.202;10.233;
8.443;-2.971;3.639;9.662;
8.577;-1.457;3.505;9.379;
9.132;-6.054;0.172;10.958;
6.834;-5.825;1.417;9.091;
8.251;-5.595;1.168;10.037;
8.424;-6.054;1.915;10.549;
5.915;-2.664;0.498;6.506;
7.198;-5.384;-0.154;8.990;
11.335;0.036;-2.106;11.529;
8.577;-6.035;-1.302;10.568;
8.481;-5.690;-1.110;10.273;
7.428;-5.652;-1.034;9.391;
10.129;-3.833;1.168;10.893;
7.658;-3.833;1.609;8.713;
7.121;-4.599;3.677;9.240;
9.152;-3.315;2.317;10.006;
9.477;-4.982;0.402;10.714;
7.773;-5.671;0.479;9.634;
6.987;-6.552;1.896;9.764;
10.588;-5.346;2.720;12.169;
7.677;-6.074;2.509;10.106;
7.447;-5.461;2.949;9.694;
7.428;-6.763;4.137;10.864;
7.332;-6.361;3.754;10.407;
7.715;-6.303;1.666;10.101;
8.309;-5.710;2.202;10.319;
8.405;-5.920;1.819;10.440;
8.692;-5.327;1.877;10.366;
8.136;-5.250;2.796;10.078;
7.581;-6.054;3.084;10.180;
7.389;-5.805;3.447;10.009;
7.773;-5.346;3.390;10.025;
7.753;-4.924;2.854;9.618;
8.290;-4.943;3.160;10.156;
9.075;-6.437;1.781;11.268;
6.757;-7.663;3.103;10.678;
9.152;-5.461;1.992;10.842;
8.673;-4.829;2.126;10.152;
9.420;-2.971;1.858;10.050;
8.558;-2.798;1.111;9.072;
10.282;-2.607;1.704;10.743;
9.860;-2.396;1.609;10.273;
9.018;-1.189;1.628;9.240;
9.477;-2.300;1.953;9.946;
9.956;-2.300;1.302;10.301;
8.041;-2.530;1.838;8.627;
8.903;-3.449;3.103;10.039;
9.286;-3.967;2.834;10.488;
9.765;-2.798;2.585;10.482;
8.979;-5.173;2.758;10.723;
9.018;-6.246;3.811;11.613;
8.328;-4.675;4.941;10.753;
4.344;-3.373;8.121;9.808;
0.685;-9.042;5.305;10.506;
1.701;-9.770;4.309;10.813;
2.773;-9.655;1.647;10.180;
2.582;-9.042;0.095;9.404;
2.122;-9.138;0.804;9.416;
1.145;-10.230;-0.746;10.321;
2.812;-9.943;1.781;10.486;
1.452;-9.330;0.076;9.443;
0.858;-10.326;-1.034;10.413;
0.800;-9.789;1.053;9.878;
0.092;-9.502;2.279;9.772;
0.456;-8.238;5.382;9.851;
0.054;-6.801;6.455;9.377;
1.605;-4.809;8.811;10.166;
0.609;-5.231;9.673;11.014;
2.563;-2.990;8.102;9.009;
3.271;-4.216;7.949;9.574;
2.677;-2.070;9.634;10.211;
3.118;-3.028;8.983;9.979;
3.061;-2.817;9.596;10.459;
0.609;-4.388;9.941;10.884;
-0.061;-8.334;4.922;9.680;
-1.095;-9.636;3.524;10.319;
-1.516;-9.234;4.846;10.539;
-3.757;-6.686;5.746;9.584;
-2.053;-5.461;5.765;8.203;
-1.650;-11.379;0.574;11.513;
-1.784;-7.817;2.222;8.321;
-2.053;-13.295;2.585;13.699;
-1.497;-10.632;0.593;10.754;
-0.923;-9.924;1.034;10.021;
-1.880;-3.698;6.704;7.884;
6.470;-7.070;7.336;12.069;
4.095;-5.844;8.274;10.926;
4.325;-4.158;10.937;12.475;
2.045;-3.373;10.132;10.873;
3.137;-3.296;9.826;10.829;
2.218;-3.737;8.734;9.756;
4.478;-3.584;8.408;10.178;
4.976;-1.994;7.776;9.445;
3.003;-0.883;8.657;9.206;
2.601;-2.013;9.404;9.963;
3.348;-4.848;8.140;10.049;
2.065;-9.617;7.815;12.563;
0.226;-7.012;7.106;9.986;
-0.539;-6.054;7.106;9.351;
-1.459;-6.610;7.681;10.239;
1.471;-6.744;5.554;8.860;
0.264;-6.380;6.895;9.398;
-0.195;-6.016;7.412;9.549;
0.092;-7.472;6.991;10.233;
0.915;-6.821;4.731;8.352;
1.547;-7.319;5.861;9.504;
0.417;-7.280;6.685;9.893;
2.352;-1.553;8.868;9.305;
3.041;-3.181;9.922;10.854;
1.911;-5.020;8.945;10.434;
0.915;-4.580;8.504;9.703;
1.605;-4.656;8.753;10.044;
0.858;-4.790;7.930;9.304;
1.203;-3.085;9.979;10.514;
1.337;-1.591;9.500;9.725;
2.563;-1.419;9.424;9.869;
1.911;-0.749;10.784;10.978;
1.758;-2.089;9.960;10.328;
0.877;-5.192;8.504;10.003;
1.011;-7.089;7.068;10.062;
2.409;-4.216;9.558;10.721;
2.448;-5.499;8.351;10.295;
2.045;-4.714;8.389;9.838;
2.524;-5.748;8.313;10.417;
2.199;-5.307;8.466;10.231;
1.854;-5.882;7.949;10.061;
1.088;-6.246;8.083;10.273;
-0.041;-4.924;7.681;9.124;
0.187;-5.039;8.600;9.970;
0.130;-5.231;8.562;10.035;
0.168;-5.556;8.332;10.016;
-0.003;-5.844;8.159;10.036;
-0.156;-5.901;8.006;9.947;
-0.118;-6.629;7.891;10.307;
-0.482;-7.568;6.244;9.824;
-1.765;-7.644;5.765;9.736;
0.226;-9.732;2.796;10.129;
0.226;-10.230;1.992;10.425;
0.781;-10.345;2.356;10.639;
0.896;-9.904;1.953;10.135;
0.781;-10.019;1.934;10.234;
0.762;-9.751;2.030;9.990;
0.436;-9.445;1.724;9.611;
-1.344;-12.184;8.255;14.779;
-1.191;2.698;7.795;8.334;
2.543;0.419;8.677;9.052;
0.628;-6.801;12.067;13.866;
4.650;4.403;10.535;12.329;
4.286;-11.169;6.857;13.789;
-9.638;-21.186;5.286;23.869;
-2.493;-1.840;2.796;4.174;
-8.680;-6.342;2.547;11.048;
-2.206;-4.196;2.432;5.329;
-3.700;-10.900;-0.766;11.537;
-2.014;-6.916;-0.192;7.206;
6.700;-23.408;3.447;24.591;
-3.374;0.764;3.486;4.912;
-4.887;-0.194;9.883;11.027;
-0.539;-4.675;3.562;5.903;
4.612;-6.399;11.377;13.844;
-2.972;-12.758;2.605;13.357;
6.125;9.632;9.309;14.729;
-1.306;-8.257;8.408;11.857;
4.267;6.874;15.381;17.379;
-4.562;-4.254;2.969;6.909;
0.858;-3.181;10.956;11.441;
-2.876;37.272;-1.206;37.402;
4.535;-11.858;7.202;14.596;
2.697;-12.260;-4.060;13.194;
0.551;-16.149;3.582;16.551;
-0.156;-4.580;0.651;4.629;
20.817;-2.990;21.223;29.878;
-5.558;-11.782;-9.040;15.857;
1.586;0.017;13.867;13.958;
-0.635;-3.449;14.461;14.881;
-0.022;-9.598;4.903;10.778;
-6.956;-7.874;3.122;10.961;
-6.841;-5.269;0.517;8.651;
-4.600;-13.352;4.673;14.876;
-6.228;-7.529;2.145;10.004;
-4.504;-7.223;0.823;8.553;
-1.248;-8.276;0.057;8.370;
-8.718;-10.345;-6.148;14.860;
-3.298;-9.713;4.252;11.105;
0.609;-3.334;10.381;10.921;
1.509;-1.553;11.492;11.694;
-2.148;-5.652;5.708;8.316;
-6.075;-4.158;7.068;10.206;
-2.723;-10.958;3.122;11.716;
0.322;-8.640;6.416;10.767;
1.796;-10.881;2.356;11.278;
1.950;-9.023;2.279;9.509;
1.069;-9.636;1.475;9.807;
1.107;-10.958;0.134;11.015;
1.011;-10.345;-1.474;10.499;
0.934;-10.268;-0.861;10.347;
1.164;-10.977;-0.593;11.055;
0.551;-10.039;0.325;10.060;
1.318;-9.981;1.340;10.157;
1.662;-10.134;1.934;10.450;
1.528;-9.598;2.164;9.957;
1.911;-10.345;2.758;10.876;
1.490;-10.747;2.873;11.224;
-5.002;-6.782;5.037;9.818;
-4.849;-4.580;4.003;7.780;
-2.359;-4.809;8.562;10.100;
-0.214;-6.131;7.738;9.875;
1.394;-8.142;11.473;14.138;
-0.444;-5.863;6.167;8.521;
0.705;-4.062;7.661;8.700;
3.712;-1.821;8.600;9.542;
3.405;-1.649;9.213;9.960;
2.409;-1.151;8.619;9.023;
4.344;-0.404;10.400;11.278;
1.930;-0.385;10.305;10.491;
2.065;1.013;9.404;9.681;
1.605;-0.998;9.539;9.725;
0.436;0.438;9.328;9.349;
1.988;-0.270;10.630;10.818;
1.547;-3.009;10.400;10.937;
2.543;-1.879;9.845;10.340;
2.294;-1.228;9.922;10.258;
1.126;-0.825;8.926;9.035;
0.666;-2.587;9.768;10.127;
1.452;-2.817;10.324;10.800;
-1.076;-3.430;9.136;9.818;
-0.501;-2.779;9.309;9.728;
0.054;-3.354;10.745;11.257;
0.398;-2.683;9.807;10.175;
-0.195;-2.626;9.443;9.804;
-0.463;-3.181;9.385;9.921;
0.092;-4.043;9.079;9.939;
-0.501;-4.158;9.558;10.436;
-0.750;-3.986;8.600;9.509;
-1.037;-4.292;8.849;9.890;
-0.731;-3.967;8.868;9.743;
-0.846;-4.388;9.194;10.223;
-0.884;-4.254;8.906;9.910;
-0.942;-4.235;8.983;9.976;
-1.057;-4.120;8.772;9.749;
-1.076;-4.158;9.021;9.992;
-0.348;-4.043;8.696;9.597;
-0.578;-4.350;9.366;10.343;
-1.555;-4.426;8.906;10.066;
-1.325;-3.967;8.811;9.754;
-1.555;-4.445;8.830;10.008;
-0.788;-4.445;9.040;10.105;
-0.999;-4.062;9.098;10.014;
-2.378;-4.809;8.293;9.878;
-1.842;-5.365;7.700;9.564;
-1.037;-4.924;8.428;9.816;
-0.865;-2.243;9.788;10.079;
-0.693;-2.147;9.424;9.691;
-0.674;-2.434;9.673;9.998;
-1.037;-2.185;9.404;9.710;
-0.769;-2.185;9.232;9.519;
-0.539;-2.051;10.286;10.503;
-0.884;-3.105;9.443;9.980;
-0.061;-3.162;7.566;8.201;
-2.244;-7.989;8.044;11.558;
-1.382;-8.027;8.006;11.422;
-1.746;-8.123;6.244;10.394;
-2.129;-8.257;6.033;10.446;
-2.072;-7.319;5.746;9.534;
-2.014;-8.200;6.685;10.770;
-2.225;-2.549;6.876;7.664;
2.505;-9.809;7.968;12.884;
5.589;-2.300;5.248;8.004;
0.839;-6.093;5.267;8.098;
1.777;-7.797;6.282;10.170;
3.252;-9.177;7.355;12.202;
2.352;-8.679;5.784;10.692;
1.892;-8.640;5.439;10.384;
1.816;-7.797;5.612;9.777;
0.532;-8.315;6.014;10.276;
0.207;-9.100;6.857;11.397;
-0.348;-8.928;4.999;10.239;
-0.425;-9.004;4.846;10.235;
-1.018;-8.966;4.961;10.298;
-1.593;-9.349;4.769;10.616;
-1.344;-9.023;4.520;10.181;
-1.497;-9.138;4.329;10.222;
-1.784;-8.659;4.501;9.921;
-0.654;-9.483;4.386;10.469;
0.532;-8.602;3.735;9.393;
2.390;-8.391;9.194;12.675;
4.995;-7.702;-4.501;10.224;
15.779;2.143;8.906;18.245;
8.769;-5.576;3.084;10.840;
6.815;-4.809;5.746;10.129;
1.796;-7.050;6.608;9.829;
0.302;-2.319;4.520;5.090;
1.509;-3.852;8.772;9.699;
1.816;-10.977;5.765;12.532;
-0.310;-6.016;7.336;9.493;
-2.340;-6.667;6.263;9.442;
-1.976;-6.897;7.163;10.139;
-2.110;-6.035;7.202;9.631;
-1.727;-6.936;8.025;10.747;
-0.310;-6.782;7.087;9.815;
-0.539;-6.514;8.006;10.336;
-1.689;-5.920;7.719;9.874;
-1.765;-8.027;8.293;11.676;
-1.306;-7.778;4.903;9.287;
-1.018;-8.928;5.516;10.544;
-1.401;-8.679;5.823;10.545;
-1.037;-8.583;5.842;10.435;
-0.444;-8.315;5.363;9.905;
-0.310;-10.326;3.313;10.849;
0.896;-10.441;3.160;10.946;
1.183;-10.039;2.126;10.330;
1.030;-9.943;2.298;10.257;
0.858;-10.134;2.183;10.402;
0.494;-9.943;1.091;10.015;
-0.865;-10.537;0.153;10.574;
-0.750;-9.943;-0.517;9.985;
-0.444;-10.728;-0.727;10.762;
0.360;-9.387;-1.666;9.541;
1.145;-9.675;-1.436;9.848;
1.203;-10.862;-1.953;11.102;
1.049;-9.464;-3.064;10.003;
0.207;-9.311;-3.907;10.100;
-0.041;-9.387;-3.236;9.930;
-0.137;-9.311;-2.585;9.665;
0.322;-10.115;-2.777;10.495;
-0.022;-9.138;-3.332;9.727;
0.207;-9.694;-1.742;9.852;
-0.022;-9.636;-1.015;9.690;
0.532;-10.709;-0.976;10.767;
1.777;-10.000;-0.823;10.190;
1.471;-9.694;0.134;9.806;
0.992;-10.153;0.038;10.202;
1.011;-10.019;-0.478;10.082;
0.973;-9.789;-2.260;10.094;
0.992;-9.253;-2.489;9.633;
0.973;-10.173;-2.240;10.462;
0.781;-9.675;-2.470;10.016;
1.203;-10.268;-2.394;10.612;
1.107;-9.675;-1.513;9.855;
0.934;-9.866;-2.432;10.205;
0.666;-9.713;-2.834;10.140;
-0.156;-9.579;-2.911;10.013;
0.762;-10.288;-2.528;10.622;
0.207;-9.924;-2.125;10.151;
0.245;-10.383;-1.149;10.450;
0.417;-9.904;-1.091;9.973;
0.609;-10.632;-1.149;10.712;
0.858;-9.789;-0.211;9.829;
0.781;-10.326;-0.382;10.363;
0.264;-10.632;-0.631;10.654;
0.628;-10.211;-0.555;10.246;
1.164;-9.904;-0.880;10.011;
2.179;-10.345;0.115;10.573;
-0.712;-10.173;-2.528;10.507;
0.532;-6.821;5.229;8.612;
-0.405;-7.606;6.493;10.009;
-0.348;-8.640;6.972;11.108;
-1.076;-7.261;5.727;9.311;
-1.555;-8.410;4.194;9.526;
-2.321;-13.161;-2.011;13.515;
-2.627;-5.020;1.666;5.906;
-1.631;-9.981;0.230;10.117;
-0.348;-9.828;2.030;10.042;
0.992;-11.322;1.973;11.536;
0.475;-10.039;1.570;10.173;
-0.195;-9.732;1.226;9.811;
-0.118;-10.709;1.398;10.801;
0.858;-10.000;1.800;10.197;
1.049;-9.962;2.087;10.233;
1.107;-9.694;2.317;10.029;
0.973;-9.809;2.222;10.105;
1.222;-9.847;2.298;10.186;
1.298;-9.770;2.222;10.104;
1.298;-9.751;2.681;10.196;
0.647;-9.847;2.509;10.183;
0.456;-9.789;3.218;10.315;
-0.597;-9.023;4.405;10.059;
-0.501;-6.342;5.995;8.742;
-0.195;-5.767;8.542;10.309;
-0.195;-6.955;10.324;12.450;
-2.742;-8.698;3.735;9.856;
-2.512;-9.540;0.785;9.897;
-3.183;-9.138;0.344;9.683;
-4.313;-9.368;0.498;10.326;
-3.585;-9.924;0.440;10.561;
-3.834;-9.426;0.364;10.183;
-3.911;-9.330;0.555;10.132;
-4.409;-8.870;0.325;9.911;
-4.428;-9.943;-0.402;10.892;
-3.642;-10.058;0.115;10.698;
-3.642;-9.655;0.421;10.328;
-3.336;-10.019;0.517;10.573;
-3.489;-10.479;1.417;11.136;
-3.700;-8.257;0.479;9.061;
-3.834;-8.985;2.107;9.994;
-3.681;-8.698;1.091;9.508;
-2.340;-10.747;4.443;11.863;
-3.355;-10.517;3.524;11.589;
-1.708;-5.518;3.026;6.522;
-2.148;-8.085;5.305;9.906;
-1.325;-12.663;10.994;16.822;
-1.976;-4.388;4.999;6.940;
-2.302;-4.120;2.873;5.526;
-1.919;-6.648;5.229;8.674;
-1.804;-11.686;10.918;16.095;
-2.302;-10.211;3.505;11.039;
-2.187;-7.012;6.072;9.531;
-2.302;-5.173;8.542;10.249;
-2.570;-8.104;5.727;10.251;
-1.976;-8.679;4.922;10.172;
-1.842;-9.062;4.041;10.092;
-1.784;-10.345;4.635;11.476;
-1.535;-15.727;-14.116;21.189;
-3.144;-10.441;-2.336;11.152;
-1.286;-13.754;-4.041;14.393;
-1.555;-9.253;-1.129;9.451;
-1.306;-10.345;-0.459;10.438;
-1.440;-10.881;1.360;11.060;
-2.531;0.438;3.677;4.486;
-1.823;-9.809;-9.883;14.043;
-1.957;-5.844;3.007;6.858;
-1.957;-9.502;2.126;9.932;
-1.344;-10.632;2.509;11.007;
-1.861;-9.828;1.360;10.095;
-1.306;-10.575;0.651;10.676;
0.130;-10.192;0.249;10.196;
1.030;-10.058;1.896;10.287;
3.329;-7.970;1.992;8.864;
5.800;-6.476;2.758;9.121;
12.178;-4.407;2.566;13.202;
9.458;-2.951;4.578;10.914;
10.090;-4.445;4.348;11.852;
10.703;-9.042;0.517;14.021;
4.880;-6.686;3.965;9.178;
4.325;-11.801;3.352;13.008;
1.930;-7.242;7.106;10.328;
2.352;-9.847;4.099;10.923;
2.141;-9.445;1.896;9.869;
2.582;-10.173;1.168;10.561;
1.318;-9.598;1.532;9.809;
0.456;-9.885;2.681;10.253;
1.739;-10.843;0.574;10.997;
0.456;-10.881;-0.363;10.897;
-0.367;-10.077;1.149;10.149;
-0.674;-10.000;0.364;10.030;
1.126;-10.613;0.670;10.694;
1.394;-9.789;0.364;9.895;
0.762;-9.119;1.340;9.249;
-0.080;-9.483;1.187;9.558;
2.984;-13.831;-0.440;14.156;
3.444;-9.866;0.498;10.462;
-0.118;-8.966;-0.900;9.012;
0.820;-10.690;-0.039;10.722;
-0.444;-9.368;-1.149;9.449;
1.145;-8.889;-0.019;8.963;
0.896;-9.904;-1.149;10.011;
1.567;-9.770;0.498;9.908;
1.662;-11.073;0.115;11.198;
1.739;-9.885;-2.202;10.276;
1.892;-10.728;-1.589;11.009;
0.322;-9.023;2.241;9.303;
1.164;-9.215;4.635;10.381;
0.475;-9.253;3.390;9.866;
0.360;-9.387;0.421;9.404;
4.018;-9.540;-2.585;10.670;
1.126;-8.583;2.834;9.109;
-1.670;-7.185;3.179;8.033;
2.275;-13.046;5.899;14.498;
1.681;-10.709;2.547;11.136;
0.111;-9.809;2.394;10.098;
0.187;-11.188;0.440;11.199;
2.199;-10.575;2.873;11.177;
1.567;-8.774;0.747;8.944;
1.107;-10.537;-0.306;10.600;
0.877;-10.000;1.455;10.144;
-0.539;-10.000;2.394;10.297;
1.107;-9.368;0.613;9.453;
1.490;-9.924;1.187;10.106;
2.601;-9.598;1.053;10.000;
4.057;-11.035;2.547;12.030;
4.229;-9.732;2.700;10.950;
3.367;-9.579;1.953;10.340;
1.796;-9.253;2.049;9.646;
-1.421;-5.633;8.964;10.682;
5.493;-7.759;7.968;12.404;
8.673;-3.813;5.957;11.191;
4.899;-0.251;8.389;9.718;
4.842;-1.534;7.815;9.321;
7.849;-5.614;5.861;11.291;
6.240;-7.299;6.397;11.539;
5.589;-6.303;6.876;10.874;
1.873;-8.717;4.846;10.148;
1.624;-8.813;4.961;10.243;
3.846;-0.806;0.823;4.015;
15.319;-8.085;1.245;17.366;
11.239;-9.004;-0.708;14.418;
8.998;-0.251;0.249;9.005;
2.179;-6.916;2.490;7.667;
18.901;-6.859;-0.689;20.119;
3.520;-14.942;2.222;15.511;
6.891;-2.779;-0.497;7.447;
7.466;-6.706;0.325;10.041;
9.056;-7.357;0.708;11.689;
9.075;-4.484;-0.019;10.122;
8.654;-5.212;0.613;10.121;
8.002;-5.633;0.421;9.795;
8.500;-5.901;1.111;10.407;
9.190;-2.798;0.919;9.650;
9.496;-4.292;1.877;10.588;
10.856;-3.354;2.394;11.612;
6.451;-3.622;5.593;9.275;
8.558;-4.465;4.482;10.643;
7.294;-7.146;2.930;10.623;
7.849;-7.319;5.229;11.938;
2.199;-8.755;5.688;10.670;
-1.286;-9.253;5.842;11.019;
-3.872;-7.165;4.482;9.297;
-5.941;-5.518;4.731;9.388;
-4.466;-4.311;5.593;8.356;
-5.941;-5.250;6.550;10.285;
-6.554;-6.246;5.056;10.370;
-5.213;-5.595;5.918;9.670;
-5.290;-5.346;6.340;9.837;
-6.535;-6.016;5.459;10.427;
-3.374;-5.959;4.041;7.952;
-3.834;-7.204;6.091;10.184;
-5.405;-6.552;4.769;9.742;
-4.677;-5.939;5.918;9.601;
-3.968;-6.361;6.301;9.794;
-5.002;-6.552;5.018;9.651;
-3.393;-6.303;4.846;8.645;
-2.972;-6.495;5.248;8.864;
-1.593;-9.004;5.784;10.820;
-2.187;0.591;4.616;5.142;
-6.190;-31.185;-17.909;36.491;
-4.217;-5.595;-8.197;10.783;
1.356;38.976;4.692;39.280;
-1.191;-7.012;-3.294;7.839;
-6.592;24.860;12.220;28.474;
-3.489;-29.557;-20.954;36.399;
-3.508;-8.181;0.134;8.903;
-5.845;-3.258;3.103;7.377;
-5.136;-6.188;3.869;8.925;
-7.282;-7.759;3.658;11.253;
-5.520;-6.936;4.578;9.977;
-6.037;-6.361;3.965;9.625;
-5.692;-7.587;4.156;10.356;
-5.500;-6.514;4.961;9.864;
-7.665;-6.706;2.949;10.603;
-5.328;-7.721;3.907;10.163;
-4.389;-10.900;1.992;11.919;
-3.164;-8.966;2.336;9.791;
-4.734;-7.683;3.064;9.531;
-7.301;-9.368;2.662;12.172;
-5.290;-7.951;0.708;9.577;
-6.439;-6.342;2.720;9.439;
-6.132;-7.817;2.892;10.348;
-4.217;-8.985;2.796;10.312;
-4.447;-6.552;3.352;8.600;
-5.845;-8.200;4.520;11.039;
-5.692;-8.736;1.111;10.486;
-5.385;-9.540;1.245;11.026;
-5.520;-7.491;2.432;9.618;
-5.366;-8.142;3.313;10.299;
-5.156;-8.219;3.486;10.310;
-5.136;-7.970;3.620;10.150;
-4.677;-8.353;3.677;10.256;
-4.026;-8.008;3.486;9.618;
-2.168;-6.208;4.367;7.894;
9.094;-2.913;2.087;9.774;
9.305;-2.817;1.666;9.864;
9.611;-3.200;1.551;10.248;
9.841;-2.798;1.072;10.287;
8.596;-2.951;1.264;9.176;
10.014;-3.315;1.628;10.673;
9.573;-2.702;1.781;10.105;
9.132;-3.718;1.704;10.006;
9.477;-3.545;1.436;10.220;
9.516;-2.971;1.283;10.051;
8.788;-3.066;0.862;9.347;
8.807;-5.556;1.609;10.537;
10.531;-2.760;1.475;10.986;
8.826;-3.124;3.160;9.881;
8.520;-3.239;2.949;9.580;
7.830;-4.254;2.068;9.148;
9.880;-4.139;2.528;11.006;
9.094;-3.545;1.609;9.892;
9.094;-5.135;1.149;10.507;
9.056;-5.212;0.900;10.487;
8.883;-5.576;0.766;10.516;
8.883;-4.809;1.015;10.152;
8.673;-5.001;1.168;10.079;
8.290;-5.863;1.513;10.266;
9.132;-3.698;1.992;10.052;
8.232;-5.633;2.796;10.359;
8.405;-5.231;2.624;10.242;
8.903;-4.733;2.317;10.346;
9.152;-3.469;2.624;10.133;
8.041;-4.120;2.930;9.498;
10.090;-2.894;2.298;10.745;
9.362;-3.028;0.919;9.882;
9.420;-4.848;1.551;10.707;
8.615;-5.231;0.957;10.124;
11.220;-3.085;2.279;11.857;
8.998;-2.051;1.570;9.361;
8.309;-3.411;3.371;9.594;
9.688;0.840;1.838;9.896;
10.301;-3.718;0.536;10.964;
9.305;-4.714;0.689;10.454;
8.462;-5.997;1.091;10.429;
9.975;-4.656;2.298;11.245;
9.496;-4.331;3.103;10.888;
7.696;-3.641;3.275;9.122;
8.634;-2.913;2.509;9.451;
9.765;-2.722;1.532;10.252;
9.918;-3.718;1.896;10.760;
8.634;-6.131;1.781;10.738;
8.060;-4.618;2.049;9.512;
8.826;-5.480;1.704;10.528;
8.634;-4.254;1.704;9.775;
8.213;-4.886;1.896;9.743;
8.730;-5.710;2.509;10.729;
9.707;-4.273;1.034;10.656;
9.918;-3.047;0.268;10.379;
9.401;-2.875;1.226;9.907;
9.113;-3.028;2.068;9.823;
7.217;-4.062;2.241;8.579;
9.152;-5.135;2.892;10.885;
8.520;-4.733;1.149;9.814;
