x;y;a;z;index
2.467;-8.870;-4.098;10.078;
2.735;-9.004;-4.118;10.272;
2.754;-9.138;-3.141;10.048;
1.432;-7.644;-2.336;8.121;
0.073;-7.721;-6.454;10.064;
1.490;-10.000;-3.409;10.670;
1.911;-7.606;-3.409;8.552;
1.796;-8.123;-5.075;9.745;
2.179;-10.479;-3.715;11.330;
0.685;-7.146;-0.077;7.180;
-0.463;-8.679;0.153;8.693;
0.513;-8.161;-1.857;8.386;
-0.616;-9.904;-2.221;10.169;
0.475;-10.881;-2.892;11.269;
0.666;-9.904;-2.643;10.273;
0.054;-9.311;-4.309;10.260;
0.513;-9.828;-2.566;10.171;
0.858;-9.253;-3.505;9.932;
-0.195;-9.330;-1.666;9.480;
0.398;-9.598;-3.543;10.239;
0.992;-8.544;-4.156;9.553;
3.482;-9.560;-6.205;11.917;
0.762;-9.349;-3.792;10.118;
2.984;-8.525;-6.895;11.363;
2.658;-10.115;-3.409;11.000;
1.777;-10.690;-5.535;12.169;
-0.003;-8.027;-4.079;9.004;
-0.808;-8.066;-3.313;8.758;
0.187;-8.602;-5.343;10.128;
1.069;-9.234;-3.256;9.850;
1.681;-8.161;-3.390;8.996;
-0.367;-8.123;-2.681;8.562;
0.417;-9.636;-4.156;10.503;
1.643;-10.153;-4.041;11.051;
2.045;-9.272;-3.256;10.038;
0.283;-8.430;-4.405;9.516;
1.069;-9.157;-4.941;10.460;
1.835;-9.177;-3.236;9.903;
1.298;-9.751;-4.654;10.883;
2.026;-9.349;-3.351;10.136;
1.930;-10.134;-2.489;10.612;
1.624;-9.598;-3.715;10.420;
1.758;-8.908;-5.209;10.468;
3.156;-8.659;-5.248;10.606;
3.003;-8.487;-4.750;10.179;
2.850;-7.970;-5.324;10.000;
-7.320;-6.131;-1.206;9.625;
-7.531;-5.250;2.394;9.488;
-8.086;-3.449;4.673;9.956;
-5.443;-2.185;7.470;9.498;
-4.715;0.572;7.546;8.917;
-3.872;-0.156;8.619;9.450;
-4.562;1.204;9.098;10.249;
-4.696;2.660;8.945;10.447;
-4.638;3.273;7.432;9.352;
-3.853;1.568;9.232;10.126;
-3.355;0.323;9.539;10.117;
-3.585;1.702;9.251;10.067;
-3.432;0.553;9.270;9.901;
-2.627;1.070;9.462;9.878;
-3.489;1.281;9.309;10.024;
-2.780;1.549;9.366;9.892;
-3.202;1.913;9.194;9.922;
-2.991;2.009;9.060;9.750;
-3.029;-0.118;8.523;9.046;
-4.658;-2.473;6.934;8.712;
-4.600;-5.499;5.056;8.773;
-6.956;-6.035;1.858;9.395;
-6.841;-5.805;-1.187;9.051;
-4.294;-10.651;-4.041;12.175;
-1.919;-10.996;-5.573;12.476;
-2.570;-9.962;-8.580;13.397;
-0.405;-8.564;-5.305;10.082;
-1.229;-8.679;-2.719;9.178;
-1.076;-8.238;-4.654;9.523;
1.930;-10.402;-5.746;12.039;
-0.884;-7.319;-4.788;8.791;
-0.214;-8.104;-5.286;9.678;
1.375;-6.533;-3.485;7.531;
0.149;-10.058;-4.443;10.997;
0.934;-9.138;-1.532;9.313;
0.322;-9.828;-2.968;10.272;
2.543;-8.468;-4.501;9.922;
2.007;-4.120;-9.059;10.152;
0.532;-6.476;-7.221;9.714;
3.769;-8.928;-6.397;11.612;
-0.903;-7.146;-6.129;9.458;
2.045;-10.594;1.800;10.939;
-0.252;-11.130;0.708;11.156;
-0.559;-8.947;0.364;8.972;
-0.769;-9.694;-0.421;9.734;
-1.172;-12.663;-0.440;12.725;
-4.485;-10.843;-3.811;12.338;
-4.945;-5.518;-0.708;7.444;
-8.125;-5.805;-0.689;10.010;
-7.799;6.950;3.850;11.133;
-8.910;4.441;2.145;10.184;
-7.780;4.997;2.681;9.628;
-7.492;2.545;5.382;9.570;
-6.324;3.330;6.186;9.453;
-5.347;6.950;3.256;9.354;
-7.358;1.530;-2.796;8.019;
1.279;-6.035;8.179;10.245;
6.087;-11.207;10.362;16.433;
6.853;-5.997;6.282;11.063;
4.593;-5.135;4.348;8.147;
8.692;-5.365;3.237;10.715;
11.029;-14.310;1.819;18.158;
5.991;-3.794;-1.129;7.180;
9.401;-5.997;-7.374;13.368;
10.780;-9.157;-4.788;14.933;
9.420;-5.365;-6.837;12.816;
8.596;-2.798;-2.336;9.337;
7.313;-3.047;-1.264;8.022;
9.420;-3.009;-1.340;9.979;
8.290;-1.898;-2.681;8.917;
10.397;0.093;-1.532;10.509;
11.488;-0.270;-1.532;11.592;
6.815;-4.235;-0.631;8.048;
10.492;-0.672;1.455;10.613;
8.998;-1.208;3.084;9.588;
10.665;-1.783;10.745;15.244;
7.926;-9.943;6.033;14.074;
0.973;-2.951;2.011;3.702;
-1.612;-12.567;3.007;13.022;
-6.439;-8.564;6.321;12.441;
-2.302;-8.295;8.696;12.237;
-3.029;-10.422;9.213;14.237;
-1.344;-5.729;8.313;10.185;
-5.175;-8.928;10.056;14.409;
-0.635;-7.146;6.531;9.702;
-1.842;-5.154;8.025;9.714;
-0.539;-7.357;7.317;10.391;
0.111;-8.181;10.554;13.354;
-2.455;-7.127;6.206;9.765;
-1.152;-8.085;7.048;10.788;
1.701;-5.116;4.405;6.962;
0.379;-3.488;2.183;4.133;
14.074;0.361;9.424;16.941;
9.611;-0.844;6.704;11.748;
8.692;-0.423;4.692;9.886;
8.903;-3.028;3.045;9.884;
8.883;-3.162;2.930;9.874;
8.807;-2.453;3.543;9.805;
8.634;-2.319;4.137;9.851;
11.393;-3.181;4.692;12.725;
8.539;-3.143;2.700;9.491;
8.405;-2.798;2.528;9.212;
8.979;-3.181;3.505;10.150;
8.922;-3.334;3.543;10.162;
8.979;-3.373;3.007;10.052;
8.903;-3.392;3.045;10.002;
8.979;-3.181;3.467;10.137;
8.979;-3.239;3.428;10.142;
8.922;-3.334;3.313;10.084;
8.903;-3.085;3.218;9.957;
9.056;-3.200;3.198;10.123;
8.998;-3.200;3.179;10.065;
8.922;-3.354;3.409;10.123;
8.998;-3.239;3.371;10.140;
8.864;-3.200;3.237;9.964;
8.711;-3.220;3.275;9.847;
8.826;-3.220;3.486;10.021;
8.864;-3.334;3.390;10.059;
8.883;-3.124;3.313;9.982;
8.979;-3.028;3.122;9.977;
9.037;-3.200;3.198;10.106;
8.883;-3.124;3.218;9.951;
8.845;-3.066;3.409;9.963;
8.903;-3.200;3.333;10.030;
8.883;-3.181;3.428;10.039;
8.979;-4.216;4.022;10.704;
7.275;-6.572;3.218;10.319;
6.796;-7.070;3.505;10.414;
5.723;-8.104;2.011;10.123;
4.765;-10.709;-2.643;12.016;
2.850;-8.046;-2.489;8.892;
1.394;-6.744;-4.060;7.994;
-0.041;-9.311;-5.190;10.660;
0.111;-9.387;-2.011;9.601;
-0.425;-9.617;-2.528;9.953;
1.241;-10.613;-1.627;10.809;
-1.727;-6.303;6.742;9.390;
-2.512;-5.269;2.298;6.274;
6.393;-0.730;7.891;10.182;
9.611;-1.572;9.902;13.888;
7.332;2.009;7.451;10.645;
8.156;0.131;8.179;11.551;
5.857;-1.955;7.106;9.414;
1.490;1.319;4.961;5.345;
0.800;-3.698;6.436;7.466;
3.903;-1.189;3.007;5.068;
4.765;-8.851;3.696;10.710;
2.524;-10.977;3.064;11.673;
-0.041;-9.828;1.417;9.930;
0.839;-9.655;0.210;9.694;
-0.290;-9.177;0.574;9.200;
-0.501;-10.594;0.708;10.630;
-1.210;-8.525;1.743;8.786;
-1.976;-7.721;3.965;8.902;
-2.397;-8.238;3.639;9.320;
-1.535;-10.613;3.505;11.282;
-1.555;-8.564;4.118;9.630;
-3.585;-9.330;3.084;10.461;
-3.566;-8.544;2.949;9.717;
-4.466;-9.062;1.589;10.228;
-4.887;-7.778;3.141;9.709;
-4.236;-9.694;3.467;11.133;
-0.942;-9.598;1.800;9.811;
-3.585;-5.729;1.302;6.883;
0.475;-9.732;4.041;10.549;
3.808;-10.288;5.669;12.349;
3.808;-7.759;4.080;9.558;
2.007;-8.142;3.275;9.003;
2.926;-11.054;3.160;11.864;
1.758;-8.295;2.260;8.776;
1.337;-5.805;5.842;8.344;
0.590;-9.445;4.386;10.431;
2.582;-9.540;3.467;10.474;
3.654;-9.272;4.022;10.747;
2.428;-9.866;2.432;10.448;
1.892;-8.219;3.984;9.328;
2.582;-8.123;5.076;9.921;
2.084;-8.123;4.271;9.411;
3.808;-9.042;4.501;10.795;
4.746;-7.970;2.643;9.645;
7.524;-8.257;3.313;11.652;
4.957;-9.291;4.846;11.592;
1.107;-9.540;2.758;9.993;
-3.106;-3.392;7.125;8.481;
-0.827;-1.036;8.293;8.399;
-0.865;1.970;11.339;11.541;
-0.041;-2.511;10.343;10.644;
2.045;1.108;11.033;11.276;
-0.348;1.894;8.542;8.757;
1.413;2.928;10.094;10.605;
-3.259;3.120;5.784;7.336;
-2.742;2.775;9.539;10.306;
-1.631;-0.232;8.217;8.381;
-1.363;4.690;7.451;8.909;
1.490;5.054;9.615;10.964;
-1.842;2.813;9.673;10.241;
-0.674;2.143;9.922;10.173;
-1.152;1.587;10.075;10.264;
-0.731;0.668;11.588;11.630;
-2.704;2.832;5.899;7.080;
-1.440;-5.576;6.301;8.537;
3.731;-8.793;4.386;10.511;
7.026;-10.517;1.858;12.784;
7.830;-5.231;2.279;9.688;
8.596;-5.844;1.072;10.449;
8.385;-17.777;0.019;19.656;
2.275;-15.191;-3.083;15.667;
1.107;-2.166;0.842;2.574;
-6.688;5.973;5.305;10.419;
-3.930;0.917;3.696;5.473;
1.183;-3.794;4.903;6.312;
11.584;-11.801;3.294;16.861;
7.006;-13.486;-0.766;15.217;
6.029;-8.238;1.226;10.282;
7.715;-6.725;1.379;10.327;
8.290;-6.533;0.708;10.579;
7.351;-6.763;-1.532;10.106;
5.474;-7.070;0.766;8.974;
7.313;-7.606;0.306;10.556;
7.409;-6.131;1.551;9.741;
8.213;-5.135;2.815;10.087;
9.037;-3.928;2.605;10.192;
9.803;-3.545;2.777;10.788;
8.615;-4.733;1.724;9.979;
7.887;-5.518;1.206;9.701;
9.056;-4.886;2.834;10.673;
9.994;-4.139;2.375;11.075;
8.347;-3.373;1.800;9.181;
8.826;-5.269;3.562;10.879;
8.002;-4.522;3.639;9.885;
10.033;-4.733;3.275;11.567;
8.232;-7.568;-0.039;11.182;
8.807;-5.652;0.613;10.482;
7.868;-5.250;0.344;9.465;
7.715;-5.576;3.965;10.312;
7.734;-5.365;5.420;10.862;
7.160;-6.112;3.984;10.222;
8.117;-5.327;4.731;10.800;
5.187;-5.710;5.363;9.395;
3.788;-7.242;1.034;8.238;
4.555;-7.434;3.965;9.578;
7.964;-5.978;5.133;11.203;
8.424;-4.867;4.386;10.672;
8.117;-3.813;4.137;9.876;
8.500;-3.545;3.390;9.814;
8.788;-3.967;3.601;10.292;
8.941;-3.909;3.237;10.281;
8.673;-3.890;3.141;10.011;
8.749;-4.101;2.949;10.102;
8.883;-3.584;2.777;9.973;
8.807;-3.584;3.160;10.020;
8.941;-4.139;3.084;10.324;
8.443;-3.871;3.084;9.787;
8.692;-4.101;3.218;10.135;
8.788;-3.890;3.026;10.075;
8.922;-3.794;2.873;10.112;
8.749;-3.737;2.988;9.972;
8.979;-3.928;3.122;10.286;
8.922;-3.622;2.892;10.054;
9.132;-3.660;2.834;10.238;
8.500;-3.488;2.509;9.524;
7.696;-4.139;3.141;9.286;
8.769;-5.863;3.352;11.068;
7.275;-4.024;1.475;8.443;
8.654;-6.418;0.881;10.810;
10.914;-4.618;1.781;11.984;
10.033;2.583;0.479;10.371;
8.194;-4.924;2.241;9.819;
7.696;-6.016;2.585;10.105;
9.190;-5.001;2.720;10.810;
8.136;-4.388;1.724;9.403;
10.282;-6.495;1.609;12.268;
8.462;-3.449;3.792;9.893;
7.887;-4.082;3.811;9.664;
8.941;-4.254;4.329;10.806;
8.941;-3.584;3.735;10.331;
9.707;-3.603;2.605;10.677;
8.615;-4.158;1.647;9.707;
8.998;-4.062;2.509;10.186;
9.458;-3.584;2.969;10.541;
9.190;-3.622;2.758;10.256;
8.903;-3.641;2.241;9.876;
9.037;-3.775;2.432;10.091;
8.960;-3.641;2.566;10.006;
8.979;-3.622;2.566;10.016;
9.094;-3.660;2.011;10.007;
9.247;-4.120;2.451;10.416;
8.730;-3.928;1.206;9.649;
17.694;-19.731;2.643;26.634;
3.999;5.705;-2.681;7.464;
-7.435;-8.181;-2.892;11.427;
-6.132;-5.920;-2.719;8.947;
-6.420;-5.978;-3.351;9.391;
-6.247;-5.729;-3.677;9.240;
-1.325;-10.556;-7.144;12.815;
-2.072;-10.422;-6.703;12.564;
-0.865;-5.920;-5.133;7.883;
3.559;-6.878;-4.098;8.762;
11.201;-7.146;0.747;13.307;
8.290;-6.074;0.651;10.298;
11.488;-4.082;1.034;12.235;
10.186;-6.533;0.536;12.113;
8.520;-4.024;0.555;9.439;
9.343;-1.304;1.302;9.523;
8.711;-2.722;2.183;9.384;
9.075;-3.622;3.505;10.381;
11.986;-5.346;4.175;13.772;
9.918;-3.545;3.179;11.002;
8.366;-3.200;1.264;9.046;
8.328;-2.990;1.762;9.022;
9.707;-3.545;4.233;11.167;
8.788;-5.039;4.692;11.164;
9.381;-4.024;3.696;10.856;
8.903;-2.971;3.026;9.861;
5.417;-7.951;2.720;9.998;
4.708;-8.736;3.409;10.493;
4.248;-6.629;4.271;8.957;
5.244;-8.870;3.811;10.987;
3.903;-6.437;3.294;8.217;
6.585;-5.231;4.233;9.415;
8.290;-6.821;3.428;11.270;
10.014;-4.522;3.582;11.557;
9.132;-3.411;2.854;10.157;
9.401;-3.124;3.792;10.607;
8.883;-3.296;3.447;10.082;
8.309;-3.564;4.156;9.950;
9.190;-3.258;3.275;10.286;
9.305;-3.200;2.988;10.283;
8.979;-4.082;1.379;9.959;
10.741;-3.373;1.111;11.313;
10.014;-2.664;1.360;10.451;
11.086;-3.986;3.141;12.192;
4.976;-5.250;3.007;7.834;
6.891;-12.088;1.455;13.990;
8.883;-9.904;-11.664;17.693;
-3.144;-0.404;5.248;6.131;
-2.129;-7.606;-2.489;8.282;
-1.286;-8.985;-0.382;9.085;
4.727;-14.885;3.467;15.998;
3.482;-11.762;6.186;13.738;
2.448;-5.690;3.524;7.127;
-2.148;-2.645;6.934;7.726;
-2.187;-2.434;8.715;9.309;
-1.325;-4.062;8.811;9.793;
-1.018;-4.388;9.117;10.170;
2.543;-3.124;3.390;5.265;
3.003;-6.974;9.347;12.043;
9.745;-6.093;6.914;13.412;
8.385;-5.192;3.716;10.539;
8.960;-4.771;3.601;10.771;
8.730;-4.522;2.068;10.047;
8.883;-4.503;2.681;10.314;
9.018;-3.794;2.375;10.068;
9.075;-3.775;2.336;10.102;
8.998;-3.852;2.413;10.081;
8.960;-4.043;2.432;10.126;
8.883;-4.101;2.451;10.086;
8.864;-3.449;2.662;9.877;
9.132;-4.082;2.739;10.371;
8.864;-3.603;2.624;9.921;
9.075;-3.852;2.739;10.232;
9.611;-3.737;2.547;10.622;
9.343;-3.584;2.930;10.427;
8.788;-3.334;2.854;9.823;
9.018;-3.277;2.624;9.947;
9.132;-3.890;2.930;10.349;
9.190;-3.066;2.796;10.083;
9.018;-3.200;2.624;9.922;
8.960;-3.775;2.758;10.106;
8.998;-4.101;2.930;10.313;
9.171;-3.737;3.467;10.492;
8.539;-2.396;2.681;9.265;
8.520;-4.158;2.566;9.821;
9.745;-3.584;2.068;10.587;
8.711;-3.718;1.838;9.648;
9.190;-3.756;2.049;10.137;
10.741;-4.675;2.068;11.895;
6.508;-4.062;0.038;7.672;
8.251;-9.636;1.704;12.800;
5.761;-6.782;-0.421;8.909;
6.355;-15.095;0.019;16.378;
-0.271;0.840;6.186;6.249;
-1.114;-5.192;8.715;10.206;
-3.298;-0.519;6.819;7.593;
1.567;-7.759;7.010;10.574;
4.823;-9.023;11.550;15.430;
4.880;-6.974;7.834;11.568;
0.456;-5.097;3.562;6.235;
-2.838;-8.315;5.190;10.205;
-2.014;-2.607;6.378;7.179;
-2.512;-2.243;8.542;9.182;
-3.489;-7.951;4.865;9.953;
-3.470;-8.640;5.171;10.651;
-2.608;-7.663;5.401;9.732;
-5.136;-9.885;12.105;16.451;
0.302;-1.591;1.800;2.422;
-4.887;9.191;13.503;17.050;
-3.777;2.315;3.926;5.920;
-4.313;-7.606;5.325;10.238;
-3.144;-7.568;4.807;9.501;
-2.436;-12.375;5.899;13.924;
-3.528;-1.706;8.255;9.138;
-3.987;10.168;5.439;12.201;
-1.727;-2.856;6.589;7.387;
-3.202;-0.098;7.412;8.075;
-3.719;-9.445;6.321;11.959;
-2.302;-5.939;5.746;8.579;
-1.899;-11.705;5.631;13.128;
7.945;-8.698;-12.603;17.251;
-5.730;-13.448;11.799;18.786;
1.528;-6.974;-7.757;10.543;
-1.497;-15.057;12.699;19.754;
-2.819;-5.269;3.275;6.815;
-1.689;-11.820;7.661;14.187;
1.030;-6.648;-5.861;8.922;
7.753;-13.237;9.309;17.944;
1.605;-10.556;4.654;11.648;
0.992;-5.307;5.152;7.463;
0.302;-9.406;5.095;10.702;
0.628;-10.307;4.673;11.335;
0.226;-8.315;4.597;9.504;
-0.310;-9.234;4.520;10.286;
-1.401;-9.962;5.401;11.419;
-2.531;-8.506;6.263;10.863;
-4.236;-5.518;7.527;10.250;
-5.539;-1.898;6.704;8.901;
-6.190;2.085;5.593;8.599;
-6.516;2.870;5.459;8.972;
-7.148;4.882;5.439;10.223;
-6.784;5.150;4.156;9.477;
-6.324;5.973;2.585;9.075;
-5.634;5.993;1.704;8.400;
-6.420;6.433;1.877;9.280;
-6.171;5.973;1.628;8.741;
-6.018;7.161;3.313;9.923;
-5.730;4.977;5.210;9.206;
-4.351;0.687;6.436;7.799;
-5.730;-2.338;7.355;9.613;
-4.543;-4.637;8.926;11.037;
-2.838;-5.939;8.696;10.907;
-2.551;-4.331;8.217;9.633;
-2.014;-5.403;8.562;10.323;
-2.168;-4.924;8.064;9.695;
-2.378;-5.020;8.447;10.110;
-2.225;-4.771;8.485;9.986;
-1.957;-4.407;8.868;10.095;
-0.233;-5.403;7.125;8.945;
-0.137;-16.493;-6.627;17.775;
-3.719;-3.162;9.615;10.784;
-7.665;-10.537;4.616;13.824;
-0.310;1.013;13.963;14.003;
-2.436;-3.354;8.638;9.582;
-2.474;-5.039;9.060;10.659;
-1.459;-3.105;5.325;6.335;
-1.555;-5.537;14.231;15.350;
0.839;1.415;4.041;4.363;
-0.405;-5.633;-1.168;5.767;
0.226;-13.180;2.892;13.496;
1.911;-8.889;-0.287;9.097;
1.643;-11.743;-0.880;11.890;
4.363;-18.390;-0.115;18.901;
-1.325;-5.001;-3.121;6.042;
-0.827;-14.176;6.321;15.544;
4.114;-9.847;5.401;11.961;
-3.987;-0.672;1.015;4.169;
-2.915;-9.904;0.555;10.340;
-1.555;-8.717;-1.781;9.032;
3.463;-15.746;5.554;17.053;
7.428;-19.405;5.727;21.553;
1.375;-4.637;0.191;4.841;
-2.417;-6.074;3.907;7.616;
-1.382;-4.867;2.547;5.665;
-0.137;-8.774;-0.039;8.776;
2.333;-13.869;1.992;14.205;
1.681;-9.004;4.271;10.107;
-0.559;-5.710;6.455;8.637;
-0.712;-7.989;7.719;11.132;
-1.095;-7.740;6.340;10.065;
-1.210;-7.319;6.455;9.834;
-0.846;-8.085;6.455;10.381;
-0.654;-7.338;6.704;9.961;
0.187;-7.146;8.044;10.762;
0.016;-6.725;7.374;9.981;
0.571;-7.146;7.700;10.521;
0.973;-6.265;7.393;9.740;
1.107;-6.418;7.853;10.203;
1.164;-6.169;7.719;9.950;
1.509;-6.725;7.872;10.463;
1.183;-6.629;8.198;10.609;
1.567;-6.552;8.083;10.523;
1.547;-6.188;7.949;10.192;
1.471;-6.074;7.546;9.798;
1.260;-6.208;7.795;10.045;
0.973;-5.844;7.451;9.520;
1.777;-6.150;7.834;10.117;
1.490;-5.786;7.738;9.777;
1.739;-5.710;8.159;10.110;
1.796;-6.016;7.891;10.084;
1.911;-6.284;8.581;10.807;
1.452;-6.227;8.140;10.351;
1.643;-6.246;7.700;10.050;
1.509;-5.690;7.566;9.587;
2.256;-6.342;8.044;10.489;
2.275;-6.054;6.972;9.510;
2.160;-7.089;7.681;10.674;
1.835;-7.089;7.757;10.668;
0.532;-5.441;7.834;9.553;
1.413;-4.139;12.124;12.889;
-1.421;-8.008;4.252;9.178;
-0.616;-14.252;-1.436;14.338;
-0.501;-8.008;3.907;8.925;
-2.168;-13.659;6.857;15.437;
-2.704;-0.730;5.593;6.256;
-5.730;-3.794;9.788;11.960;
-1.382;-5.518;9.539;11.107;
-4.064;-2.338;6.493;8.009;
1.643;-14.329;1.072;14.463;
0.111;-10.019;0.383;10.027;
-0.252;-9.272;0.670;9.300;
-0.176;-11.245;-1.015;11.293;
-2.321;-16.015;-1.704;16.272;
1.835;3.809;-1.742;4.572;
4.612;-5.327;3.888;8.048;
-2.704;-14.195;-1.398;14.518;
-2.934;-11.226;3.256;12.052;
1.183;-9.713;3.773;10.487;
3.635;-12.548;4.099;13.692;
6.451;-7.127;0.517;9.627;
8.520;-6.074;-1.225;10.535;
8.711;-5.882;0.210;10.513;
8.634;-5.767;0.919;10.423;
8.577;-4.580;3.390;10.297;
8.826;-4.848;1.609;10.197;
9.171;-4.943;1.494;10.525;
8.749;-4.407;1.934;9.985;
8.903;-4.943;2.126;10.403;
8.615;-5.250;2.164;10.318;
8.500;-6.093;1.877;10.625;
7.485;-9.215;2.317;12.096;
3.616;-9.502;2.164;10.395;
-0.329;-6.476;4.041;7.641;
-1.708;-7.031;5.842;9.300;
-2.244;-7.625;7.087;10.650;
-2.666;-7.357;5.880;9.789;
-2.608;-2.626;8.504;9.275;
-2.359;-4.388;7.163;8.726;
-1.516;-2.492;8.753;9.227;
-2.436;-2.683;9.768;10.419;
-1.478;-6.686;10.592;12.613;
-0.118;0.151;7.910;7.913;
-0.080;-4.541;7.125;8.450;
-0.559;-5.671;5.842;8.161;
-0.290;-6.169;5.535;8.294;
1.816;-1.917;12.967;13.233;
0.360;-6.629;9.462;11.559;
-0.444;-3.622;6.953;7.853;
-0.405;-1.802;5.861;6.145;
3.482;-6.667;7.010;10.282;
5.685;-3.564;4.712;8.199;
8.117;-3.660;4.367;9.917;
8.845;-3.622;3.582;10.207;
9.420;-1.994;3.179;10.140;
9.305;-2.377;3.007;10.063;
9.611;-2.166;3.447;10.437;
9.094;-2.224;2.911;9.804;
9.324;-2.511;2.739;10.037;
9.305;-1.783;2.241;9.735;
9.439;-1.726;2.911;10.027;
10.129;-3.315;3.122;11.105;
9.630;-2.607;2.432;10.269;
9.573;-2.089;2.509;10.114;
9.592;-1.764;2.873;10.167;
9.286;-1.438;2.930;9.843;
9.247;-1.553;1.896;9.566;
9.094;-2.032;3.831;10.075;
9.630;-1.170;2.911;10.128;
8.941;-2.607;3.371;9.904;
9.305;-1.515;2.834;9.844;
9.765;-2.798;2.317;10.419;
9.477;-2.741;3.256;10.389;
9.516;-2.377;2.720;10.178;
9.381;-2.396;2.643;10.036;
9.573;-2.396;3.103;10.344;
9.439;-1.802;3.198;10.127;
9.420;-1.591;2.164;9.795;
8.922;-2.683;3.467;9.941;
9.669;-1.477;3.524;10.396;
8.807;-1.821;4.558;10.082;
9.630;-1.611;3.486;10.367;
8.826;-1.228;4.271;9.881;
8.903;-2.262;4.405;10.187;
8.903;-1.745;4.252;10.019;
9.305;-2.166;4.041;10.373;
8.883;-1.496;4.041;9.873;
9.190;-1.093;4.118;10.129;
8.979;-1.189;4.060;9.925;
9.171;-1.553;4.041;10.141;
9.152;-1.668;3.888;10.082;
9.132;-2.913;3.562;10.226;
9.611;-2.492;2.834;10.325;
8.979;-3.239;2.758;9.936;
8.711;-3.162;1.896;9.459;
9.611;-3.411;2.834;10.585;
9.286;-3.756;3.294;10.544;
8.634;-1.477;4.482;9.839;
8.309;-4.158;4.827;10.470;
8.558;-5.212;5.612;11.485;
6.470;-4.580;4.827;9.281;
6.508;-6.074;5.803;10.627;
6.872;-5.231;6.033;10.535;
5.608;-6.706;5.669;10.419;
4.899;-6.897;5.593;10.142;
4.229;-7.606;6.301;10.745;
0.839;-7.223;6.934;10.048;
-0.329;-1.649;7.757;7.937;
-1.555;-4.350;9.634;10.685;
-2.474;-9.215;-0.785;9.574;
-4.447;-8.851;-0.325;9.911;
-3.087;-13.908;0.862;14.273;
-3.106;-5.097;3.754;7.052;
-3.183;-10.077;2.279;10.811;
-0.846;-10.422;3.333;10.975;
1.279;-14.195;3.371;14.646;
1.356;-3.794;6.072;7.287;
0.073;-6.074;4.597;7.618;
-2.474;-7.721;1.360;8.222;
1.777;-9.770;1.953;10.121;
0.149;-11.992;2.011;12.161;
2.065;-11.571;4.175;12.474;
1.145;-7.089;3.524;7.999;
2.390;-9.368;3.850;10.407;
-3.068;-11.264;10.094;15.434;
4.899;1.185;-2.394;5.579;
-5.654;-11.054;3.562;12.918;
-0.252;-11.667;0.613;11.686;
-1.535;1.874;7.546;7.925;
-0.310;3.062;9.270;9.768;
-0.884;2.736;9.385;9.816;
-1.708;-1.706;11.167;11.425;
-0.559;-1.496;10.266;10.390;
-1.401;-1.438;8.734;8.962;
-1.248;-3.220;8.485;9.161;
-2.282;-3.411;6.397;7.601;
-0.846;-6.648;8.504;10.828;
3.252;-6.801;9.021;11.756;
3.137;-6.591;8.389;11.120;
3.061;-7.299;7.566;10.950;
3.367;-6.284;6.589;9.708;
3.425;-7.127;7.259;10.734;
2.792;-6.821;6.627;9.912;
2.409;-7.893;6.761;10.669;
1.203;-8.755;4.175;9.774;
-0.674;-15.919;0.306;15.937;
0.187;-4.522;3.237;5.565;
-2.972;-7.434;8.581;11.736;
-2.742;-3.334;8.236;9.299;
-1.555;-3.105;7.259;8.047;
-1.018;-1.955;8.102;8.397;
0.092;-2.894;9.328;9.767;
-1.938;-3.296;7.815;8.701;
-0.693;-0.595;8.830;8.877;
-0.290;-0.595;8.983;9.008;
-1.995;-10.977;4.137;11.900;
-2.148;-3.737;8.677;9.689;
1.088;-1.400;10.381;10.532;
-0.176;-1.170;9.692;9.764;
0.456;-0.213;9.826;9.839;
0.609;-4.694;9.960;11.028;
2.218;-6.514;11.722;13.593;
1.049;-5.020;6.742;8.471;
3.750;-8.008;9.673;13.106;
0.532;-4.062;5.535;6.887;
2.294;-9.962;9.998;14.299;
-0.386;-0.691;4.290;4.363;
-1.708;0.438;9.194;9.362;
-1.267;-3.373;10.094;10.718;
-1.535;-3.603;8.562;9.416;
3.003;-6.648;4.712;8.685;
-2.934;-6.955;7.585;10.702;
-3.872;-12.222;7.546;14.877;
1.337;-14.521;8.638;16.949;
0.322;4.077;-3.332;5.275;
5.589;-8.928;-3.045;10.965;
6.125;-21.397;-7.144;23.375;
2.294;-7.932;-7.297;11.019;
0.360;-6.763;4.578;8.175;
0.877;-7.185;8.274;10.994;
-0.310;-9.062;1.226;9.150;
1.605;-10.441;2.375;10.828;
2.294;-10.613;3.831;11.515;
2.850;-10.173;2.605;10.881;
2.926;-10.824;3.218;11.666;
2.582;-8.966;2.260;9.601;
3.214;-9.349;3.371;10.445;
3.099;-8.947;2.969;9.923;
3.195;-9.368;3.256;10.420;
3.156;-9.617;2.241;10.367;
3.348;-9.885;1.896;10.608;
3.578;-9.694;1.647;10.464;
2.984;-9.004;2.624;9.842;
2.084;-9.675;1.973;10.092;
3.003;-8.889;1.896;9.573;
2.199;-10.134;1.628;10.497;
2.333;-10.019;2.777;10.656;
2.122;-10.058;2.164;10.505;
2.888;-9.981;1.283;10.470;
2.658;-9.885;2.451;10.526;
2.735;-9.426;3.333;10.366;
2.179;-9.445;2.930;10.127;
2.486;-9.943;2.490;10.548;
2.524;-9.272;2.854;10.025;
2.677;-9.885;3.103;10.701;
2.141;-9.291;2.279;9.803;
